연번,ID,매매_18년_1분기,등락율18_1,전세가율18_1,전용면적,구별인구,거래량1,거래량18,거래허가제TF,아파트TF,주상복합TF,도시형주택TF,일반분양TF,복합분양TF,임대분양TF,사용승인년도,동당세대수,승강기합계,동수,세대수,관리원당세대수,승강기당세대수,세대당주차수,지하주차비율,세대당cctv수,관리인원수,연간소독횟수,관리위탁여부,개별난방TF,중앙난방TF,지역난방TF,복도식TF,혼합형TF,계단식TF,메이저시공사TF,조합시행TF,철근철골구조TF,홈네트워크TF,관리시설수
2090,서울특별시 동작구 상도동 상도더샵2차 80,77000,9.7,75.4,80,406715,5,0,0,1,0,0,1,0,0,2014,34.5,5,4,138,0,27.6,0,0,0,0,,1,1,0,0,0,0,1,1,1,0,0,5
2092,서울특별시 동작구 상도동 상도동래미안1차 60,63000, - ,67.2,60,406715,0,0,0,1,0,0,1,0,0,2004,73.85714286,54,7,517,30.41176471,9.574074074,1.255319149,0.867488444,0.208897485,17,12,1,1,0,0,0,0,1,1,1,0,0,3
2094,서울특별시 동작구 상도동 상도동래미안1차 80,69540, - ,69.7,80,406715,5,1,0,1,0,0,1,0,0,2004,73.85714286,54,7,517,30.41176471,9.574074074,1.255319149,0.867488444,0.208897485,17,12,1,1,0,0,0,0,1,1,1,0,0,3
2096,서울특별시 동작구 상도동 상도동삼호아파트 110,59825, - ,74.1,110,406715,4,2,0,1,0,0,1,0,0,1994,136.4,73,5,682,25.25925926,9.342465753,0.634897361,0.616628176,0.093841642,27,12,1,0,1,0,0,0,1,0,0,0,0,3
2097,서울특별시 동작구 상도동 상도동삼호아파트 80,47793,-8.2,75.8,80,406715,7,1,0,1,0,0,1,0,0,1994,136.4,73,5,682,25.25925926,9.342465753,0.634897361,0.616628176,0.093841642,27,12,1,0,1,0,0,0,1,0,0,0,0,3
2098,서울특별시 동작구 상도동 상도두산위브 80,76100,12,69.6,80,406715,5,0,0,1,0,0,1,0,0,2010,47.5,34,4,190,17.27272727,5.588235294,1.342105263,0.980392157,0.294736842,11,10,1,1,0,0,0,0,1,1,0,0,1,5
2103,서울특별시 동작구 상도동 쌍용스윗닷홈 60,60000,11.2,67.5,60,406715,1,0,0,1,0,0,1,0,0,2003,64.83333333,45,6,389,29.92307692,8.644444444,1.161953728,0.725663717,0.187660668,13,4,1,1,0,0,0,0,1,0,1,0,0,4
2104,서울특별시 동작구 상도동 쌍용스윗닷홈 80,60750, - ,81.8,80,406715,2,0,0,1,0,0,1,0,0,2003,64.83333333,45,6,389,29.92307692,8.644444444,1.161953728,0.725663717,0.187660668,13,4,1,1,0,0,0,0,1,0,1,0,0,4
2105,서울특별시 동작구 상도동 아이파크 80,67528,7.8,71.8,80,406715,9,0,0,1,0,0,1,0,0,2004,66.66666667,44,6,400,28.57142857,9.090909091,1.2575,0.88667992,0.19,14,12,1,1,0,0,0,0,1,1,1,0,0,3
2106,서울특별시 동작구 상도동 이수브라운스톤상도 60,70067,10.2,67.8,60,406715,3,0,0,1,0,0,1,0,0,2007,51.875,47,8,415,27.66666667,8.829787234,1.122891566,0.894849785,0.204819277,15,12,1,1,0,0,0,0,1,0,1,0,0,6
2107,서울특별시 동작구 상도동 이수브라운스톤상도 80,72092,3.2,70.9,80,406715,13,1,0,1,0,0,1,0,0,2007,51.875,47,8,415,27.66666667,8.829787234,1.122891566,0.894849785,0.204819277,15,12,1,1,0,0,0,0,1,0,1,0,0,6
2108,서울특별시 동작구 상도동 중앙하이츠빌 120,75375,3.9,74.3,120,406715,4,2,0,1,0,0,1,0,0,2003,54.4,61,10,544,27.2,8.918032787,1.301470588,0.809322034,0.191176471,20,12,1,1,0,0,0,0,1,0,1,0,1,5
2109,서울특별시 동작구 상도동 중앙하이츠빌 80,65360,6.7,76.7,80,406715,5,1,0,1,0,0,1,0,0,2003,54.4,61,10,544,27.2,8.918032787,1.301470588,0.809322034,0.191176471,20,12,1,1,0,0,0,0,1,0,1,0,1,5
2110,서울특별시 동작구 상도동 포스코더샵 60,69540,4.2,71.1,60,406715,15,0,0,1,0,0,1,0,0,2007,51,119,22,1122,30.32432432,9.428571429,1.459893048,0.971306471,0.387700535,37,12,1,1,0,0,0,0,1,1,0,0,1,8
2111,서울특별시 동작구 상도동 포스코더샵 80,79788,6.3,74.2,80,406715,4,1,0,1,0,0,1,0,0,2007,51,119,22,1122,30.32432432,9.428571429,1.459893048,0.971306471,0.387700535,37,12,1,1,0,0,0,0,1,1,0,0,1,8
2114,서울특별시 동작구 상도동 힐스테이트 상도 센트럴파크 120,101400,10.4,65.1,120,406715,10,0,0,1,0,0,1,0,0,2012,70.86363636,144,22,1559,38.02439024,10.82638889,1.261706222,0.995424504,0.244387428,41,4,1,1,0,0,0,0,1,0,1,0,1,5
2115,서울특별시 동작구 상도동 힐스테이트 상도 센트럴파크 60,68375,-4.8,79.7,60,406715,4,0,0,1,0,0,1,0,0,2012,70.86363636,144,22,1559,38.02439024,10.82638889,1.261706222,0.995424504,0.244387428,41,4,1,1,0,0,0,0,1,0,1,0,1,5
2116,서울특별시 동작구 상도동 힐스테이트 상도 센트럴파크 80,87708,5.1,71.6,80,406715,24,1,0,1,0,0,1,0,0,2012,70.86363636,144,22,1559,38.02439024,10.82638889,1.261706222,0.995424504,0.244387428,41,4,1,1,0,0,0,0,1,0,1,0,1,5
2117,서울특별시 동작구 상도동 힐스테이트 상도 프레스티지 120,104229,4.5,76.5,120,406715,7,0,0,1,0,0,1,0,0,2013,55.125,88,16,882,31.5,10.02272727,1.343537415,1,0.225623583,28,12,1,1,0,0,0,0,1,0,1,0,1,8
2118,서울특별시 동작구 상도동 힐스테이트 상도 프레스티지 80,84762,5.6,71.7,80,406715,21,1,0,1,0,0,1,0,0,2013,55.125,88,16,882,31.5,10.02272727,1.343537415,1,0.225623583,28,12,1,1,0,0,0,0,1,0,1,0,1,8
2119,서울특별시 동작구 신대방동 경남교수 80,65000, - ,76.9,80,406715,1,0,0,1,0,0,1,0,0,2001,73.75,35,4,295,24.58333333,8.428571429,1.454237288,0.986013986,0.172881356,12,12,1,1,0,0,0,0,1,0,1,0,0,6
2120,서울특별시 동작구 신대방동 롯데낙천대 60,53081, - ,72.2,60,406715,8,3,0,1,0,0,1,0,0,2003,104.8571429,69,7,734,34.95238095,10.63768116,0.997275204,0.986338798,0.148501362,21,4,1,1,0,0,0,0,1,1,1,0,0,5
2121,서울특별시 동작구 신대방동 롯데낙천대 80,65214,-4.7,78.5,80,406715,7,0,0,1,0,0,1,0,0,2003,104.8571429,69,7,734,34.95238095,10.63768116,0.997275204,0.986338798,0.148501362,21,4,1,1,0,0,0,0,1,1,1,0,0,5
2123,서울특별시 동작구 신대방동 보라매e편한세상 130,82000,2.4,80.5,130,406715,5,0,0,1,0,0,1,0,0,2010,77.2,46,5,386,25.73333333,8.391304348,1.414507772,1,0.411917098,15,3,1,1,0,0,0,0,1,0,0,0,1,6
2124,서울특별시 동작구 신대방동 보라매e편한세상 60,62125, - ,69.2,60,406715,4,0,0,1,0,0,1,0,0,2010,77.2,46,5,386,25.73333333,8.391304348,1.414507772,1,0.411917098,15,3,1,1,0,0,0,0,1,0,0,0,1,6
2125,서울특별시 동작구 신대방동 보라매e편한세상 80,72700,3.7,78.9,80,406715,1,0,0,1,0,0,1,0,0,2010,77.2,46,5,386,25.73333333,8.391304348,1.414507772,1,0.411917098,15,3,1,1,0,0,0,0,1,0,0,0,1,6
2127,서울특별시 동작구 신대방동 보라매삼성쉐르빌 160,80900, - ,77.3,160,406715,3,0,0,0,1,0,1,0,0,2003,246,60,1,246,10.25,4.1,2.638211382,0.519260401,0.260162602,24,4,1,0,1,0,0,0,1,0,0,1,0,6
2128,서울특별시 동작구 신대방동 보라매아카데미타워 120,59850, - ,71.4,120,406715,2,0,0,0,1,0,1,0,0,1998,225,29,1,225,20.45454545,7.75862069,1.124444444,1,0.16,11,12,0,1,0,0,1,0,0,0,0,1,0,3
2129,서울특별시 동작구 신대방동 보라매파크빌 80,70190,2.8,75.7,80,406715,5,1,0,1,0,0,1,0,0,2002,70.5,48,6,423,24.88235294,8.8125,1.158392435,0.846938776,0.158392435,17,12,1,1,0,0,0,0,1,0,0,0,0,5
2131,서울특별시 동작구 신대방동 성원상떼빌 130,76033,16.5,70.8,130,406715,3,0,0,1,0,0,1,0,0,2006,136.25,69,4,545,20.18518519,7.898550725,1.818348624,1,0.216513761,27,12,1,1,0,0,0,1,0,0,0,0,0,5
2132,서울특별시 동작구 신대방동 성원상떼빌 80,58920,1.6,73.8,80,406715,5,0,0,1,0,0,1,0,0,2006,136.25,69,4,545,20.18518519,7.898550725,1.818348624,1,0.216513761,27,12,1,1,0,0,0,1,0,0,0,0,0,5
2133,서울특별시 동작구 신대방동 신대방 60,35600, - ,75.8,60,406715,0,0,0,1,0,0,0,0,0,,0,1,,108,0,108,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0
2134,서울특별시 동작구 신대방동 신대방경남 80,54217,1,74.1,80,406715,6,0,0,1,0,0,1,0,0,2003,85.4,49,5,427,25.11764706,8.714285714,1.161592506,0.864919355,0.145199063,17,12,1,1,0,0,0,1,0,0,1,0,0,6
2135,서울특별시 동작구 신대방동 신동아 50,30000,0.3,74.8,50,406715,1,2,0,1,0,0,1,0,0,1993,171,17,1,171,28.5,10.05882353,0.456140351,0.551282051,0.076023392,6,12,1,1,0,0,1,0,0,0,0,0,0,4
2136,서울특별시 동작구 신대방동 우성1 130,70390,-8.5,54,130,406715,5,1,0,1,0,0,1,0,0,1988,83.4375,139,16,1335,25.67307692,9.604316547,0.768539326,0.339181287,0.056928839,52,12,0,1,0,0,0,1,0,0,0,0,0,7
2137,서울특별시 동작구 신대방동 우성1 160,84700, - ,56.7,160,406715,4,0,0,1,0,0,1,0,0,1988,83.4375,139,16,1335,25.67307692,9.604316547,0.768539326,0.339181287,0.056928839,52,12,0,1,0,0,0,1,0,0,0,0,0,7
2138,서울특별시 동작구 신대방동 우성1 70,50671,2.4,61,70,406715,7,0,0,1,0,0,1,0,0,1988,83.4375,139,16,1335,25.67307692,9.604316547,0.768539326,0.339181287,0.056928839,52,12,0,1,0,0,0,1,0,0,0,0,0,7
2139,서울특별시 동작구 신대방동 우성1 80,65750,4.2,61.3,80,406715,4,0,0,1,0,0,1,0,0,1988,83.4375,139,16,1335,25.67307692,9.604316547,0.768539326,0.339181287,0.056928839,52,12,0,1,0,0,0,1,0,0,0,0,0,7
2140,서울특별시 동작구 신대방동 우성2 60,40888, - ,70.9,60,406715,4,0,0,1,0,0,1,0,0,1995,87,16,2,174,29,10.875,1.08045977,0.70212766,0.183908046,6,12,0,1,0,0,1,0,0,0,0,0,0,6
2141,서울특별시 동작구 신대방동 한성 60,54175, - ,72.6,60,406715,2,1,0,1,0,0,1,0,0,1995,68,40,4,272,22.66666667,6.8,1.084558824,0.386440678,0.150735294,12,12,0,1,0,0,0,0,1,0,0,0,0,6
2142,서울특별시 동작구 신대방동 현대 80,63064,6.4,70.6,80,406715,11,0,0,1,0,0,1,0,0,1996,146.6666667,81,6,880,32.59259259,10.86419753,1.013636364,0.692825112,0.1125,27,12,1,1,0,0,0,0,1,1,1,0,1,9
2144,서울특별시 동작구 흑석동 명수대현대 110,104500,5,58.8,110,406715,4,0,0,1,0,0,1,0,0,1988,82.5,80,8,660,24.44444444,8.25,0.866666667,0.344405594,0.156060606,27,4,1,0,1,0,0,1,0,1,1,0,1,5
2145,서울특별시 동작구 흑석동 명수대현대 80,94500,14,50,80,406715,3,0,0,1,0,0,1,0,0,1988,82.5,80,8,660,24.44444444,8.25,0.866666667,0.344405594,0.156060606,27,4,1,0,1,0,0,1,0,1,1,0,1,5
2146,서울특별시 동작구 흑석동 우리유앤미 60,49633,4.8,74.5,60,406715,3,0,0,1,0,0,1,0,0,2003,103,28,2,206,22.88888889,7.357142857,1.082524272,0.748878924,0.155339806,9,12,1,1,0,0,0,1,0,0,1,0,0,4
2147,서울특별시 동작구 흑석동 우리유앤미 80,58500, - ,77.8,80,406715,2,1,0,1,0,0,1,0,0,2003,103,28,2,206,22.88888889,7.357142857,1.082524272,0.748878924,0.155339806,9,12,1,1,0,0,0,1,0,0,1,0,0,4
2149,서울특별시 동작구 흑석동 한강현대 130,121375,-2.2,54.9,130,406715,4,0,0,1,0,0,1,0,0,1988,73.84615385,118,13,960,21.81818182,8.13559322,0.785416667,0.169761273,0.140625,44,4,1,0,1,0,0,1,0,1,0,0,0,3
2150,서울특별시 동작구 흑석동 한강현대 70,84350,7.8,47.5,70,406715,2,3,0,1,0,0,1,0,0,1988,73.84615385,118,13,960,21.81818182,8.13559322,0.785416667,0.169761273,0.140625,44,4,1,0,1,0,0,1,0,1,0,0,0,3
2151,서울특별시 동작구 흑석동 한강현대 80,96125, - ,51.6,80,406715,4,1,0,1,0,0,1,0,0,1988,73.84615385,118,13,960,21.81818182,8.13559322,0.785416667,0.169761273,0.140625,44,4,1,0,1,0,0,1,0,1,0,0,0,3
2152,서울특별시 동작구 흑석동 흑석동양아파트 60,53925,7.3,75.1,60,406715,4,0,0,1,0,0,1,0,0,2003,60.42857143,48,7,423,26.4375,8.8125,1.021276596,0.75,0.200945626,16,12,1,1,0,0,0,0,1,0,0,0,0,5
2153,서울특별시 동작구 흑석동 흑석동양아파트 80,62664,4.3,75.8,80,406715,11,0,0,1,0,0,1,0,0,2003,60.42857143,48,7,423,26.4375,8.8125,1.021276596,0.75,0.200945626,16,12,1,1,0,0,0,0,1,0,0,0,0,5
2154,서울특별시 동작구 흑석동 흑석한강센트레빌 110,125125,16.9,69.1,110,406715,4,0,0,1,0,0,0,1,0,2011,65.5,72,10,655,27.29166667,9.097222222,1.232061069,1,0.316030534,24,12,1,1,0,0,0,1,0,1,0,0,1,9
2155,서울특별시 동작구 흑석동 흑석한강센트레빌 80,101700,5.3,68.4,80,406715,5,0,0,1,0,0,0,1,0,2011,65.5,72,10,655,27.29166667,9.097222222,1.232061069,1,0.316030534,24,12,1,1,0,0,0,1,0,1,0,0,1,9
2156,서울특별시 동작구 흑석동 흑석한강센트레빌Ⅱ 120,112000,11.4,68.8,120,406715,1,1,0,1,0,0,0,1,0,2012,68.78571429,94,14,963,34.39285714,10.24468085,1.286604361,1,0.33748702,28,4,1,1,0,0,0,0,1,0,1,0,1,11
2157,서울특별시 동작구 흑석동 흑석한강센트레빌Ⅱ 80,92500,9.1,57.8,80,406715,4,3,0,1,0,0,0,1,0,2012,68.78571429,94,14,963,34.39285714,10.24468085,1.286604361,1,0.33748702,28,4,1,1,0,0,0,0,1,0,1,0,1,11
2158,서울특별시 동작구 흑석동 흑석한강푸르지오 120,114700,5.4,68,120,406715,5,1,0,1,0,0,0,1,0,2012,61.64285714,96,14,863,29.75862069,8.989583333,1.338354577,1,0.33603708,29,4,1,1,0,0,0,1,0,1,1,0,1,9
2159,서울특별시 동작구 흑석동 흑석한강푸르지오 80,93386,6.4,69.7,80,406715,7,2,0,1,0,0,0,1,0,2012,61.64285714,96,14,863,29.75862069,8.989583333,1.338354577,1,0.33603708,29,4,1,1,0,0,0,1,0,1,1,0,1,9
2160,서울특별시 마포구 공덕동 공덕1삼성래미안 60,67067,6.1,57.5,60,385624,6,2,0,1,0,0,1,0,0,1999,130.2,59,5,651,31,11.03389831,1.010752688,0.73100304,0.23655914,21,12,0,1,0,0,0,1,0,1,1,0,1,8
2162,서울특별시 마포구 공덕동 공덕1삼성래미안 80,87000,8.9,61.3,80,385624,2,0,0,1,0,0,1,0,0,1999,130.2,59,5,651,31,11.03389831,1.010752688,0.73100304,0.23655914,21,12,0,1,0,0,0,1,0,1,1,0,1,8
2164,서울특별시 마포구 공덕동 공덕2삼성래미안 60,75375,8.5,61,60,385624,4,0,0,1,0,0,1,0,0,2004,75.88888889,68,9,683,29.69565217,10.04411765,1.25329429,0.99182243,0.295754026,23,12,1,1,0,0,0,0,1,1,0,0,0,0
2166,서울특별시 마포구 공덕동 공덕2삼성래미안 80,76260,1,71.2,80,385624,5,0,0,1,0,0,1,0,0,2004,75.88888889,68,9,683,29.69565217,10.04411765,1.25329429,0.99182243,0.295754026,23,12,1,1,0,0,0,0,1,1,0,0,0,0
2168,서울특별시 마포구 공덕동 공덕3삼성래미안 60,81000, - ,64.2,60,385624,3,4,0,1,0,0,1,0,0,2004,61.6,61,10,616,29.33333333,10.09836066,1.099025974,0.93648449,0.188311688,21,12,1,1,0,0,0,0,1,1,0,0,1,10
2169,서울특별시 마포구 공덕동 공덕3삼성래미안 80,102333, - ,60,80,385624,3,1,0,1,0,0,1,0,0,2004,61.6,61,10,616,29.33333333,10.09836066,1.099025974,0.93648449,0.188311688,21,12,1,1,0,0,0,0,1,1,0,0,1,10
2170,서울특별시 마포구 공덕동 공덕파크자이 80,118000, - ,48.1,80,385624,0,1,0,0,1,0,1,0,0,2015,72,51,4,288,15.15789474,5.647058824,1.684027778,1,0.506944444,19,3,1,1,0,0,0,0,1,1,1,0,1,2
2171,서울특별시 마포구 공덕동 공덕현대 80,63525, - ,64.4,80,385624,4,1,0,1,0,0,1,0,0,1989,91.5,27,2,183,22.875,6.777777778,0.885245902,0,0.174863388,8,12,1,1,0,0,0,1,0,1,1,0,0,4
2172,서울특별시 마포구 공덕동 래미안공덕4차 60,75817,7.7,59.1,60,385624,12,1,0,1,0,0,1,0,0,2005,49.75,63,12,597,31.42105263,9.476190476,1.063651591,0.875590551,0.314907873,19,12,1,1,0,0,0,0,1,1,1,0,0,5
2173,서울특별시 마포구 공덕동 래미안공덕4차 80,87133, - ,66,80,385624,3,0,0,1,0,0,1,0,0,2005,49.75,63,12,597,31.42105263,9.476190476,1.063651591,0.875590551,0.314907873,19,12,1,1,0,0,0,0,1,1,1,0,0,5
2174,서울특별시 마포구 공덕동 래미안공덕5차 110,110000,4.1,45.5,110,385624,2,1,0,1,0,0,0,1,0,2011,88.22222222,80,9,794,30.53846154,9.925,1.175062972,1,0.335012594,26,12,1,1,0,0,0,1,0,1,1,0,1,10
2178,서울특별시 마포구 공덕동 마포현대 60,49000, - ,59.9,60,385624,1,0,0,1,0,0,1,0,0,1988,96,51,5,480,28.23529412,9.411764706,0.69375,0,0.1375,17,12,1,1,0,0,0,1,0,1,1,0,0,3
2179,서울특별시 마포구 공덕동 마포현대 80,64567,2.4,58.5,80,385624,3,0,0,1,0,0,1,0,0,1988,96,51,5,480,28.23529412,9.411764706,0.69375,0,0.1375,17,12,1,1,0,0,0,1,0,1,1,0,0,3
2180,서울특별시 마포구 공덕동 한화꿈에그린 80,79633, - ,70.3,80,385624,3,0,0,1,0,0,1,0,0,2004,48,27,4,192,24,7.111111111,1.244791667,0.979079498,0.333333333,8,12,1,1,0,0,0,0,1,0,0,0,0,3
2181,서울특별시 마포구 노고산동 신촌포스빌 30,29013,1.1,84.4,30,385624,12,3,0,0,1,0,1,0,0,2004,350,31,1,350,29.16666667,11.29032258,0.728571429,0.788235294,0.142857143,12,12,1,1,0,0,1,0,0,1,0,0,0,1
2183,서울특별시 마포구 대흥동 마포자이2차 80,106500,14.4,65.6,80,385624,3,0,0,1,0,0,0,1,0,2014,93,57,6,558,27.9,9.789473684,1.358422939,1,0.336917563,20,4,1,1,0,0,0,0,1,1,1,0,1,7
2184,서울특별시 마포구 대흥동 마포태영 110,91500,13.7,66.3,110,385624,1,0,0,1,0,0,1,0,0,1999,101.7142857,122,14,1424,30.95652174,11.67213115,1.231039326,0.873930405,0.16011236,46,12,1,0,0,1,0,1,0,0,0,0,0,7
2186,서울특별시 마포구 대흥동 마포태영 60,63427,3.8,62.7,60,385624,11,5,0,1,0,0,1,0,0,1999,101.7142857,122,14,1424,30.95652174,11.67213115,1.231039326,0.873930405,0.16011236,46,12,1,0,0,1,0,1,0,0,0,0,0,7
2188,서울특별시 마포구 대흥동 마포태영 80,82300,7.9,67.9,80,385624,9,1,0,1,0,0,1,0,0,1999,101.7142857,122,14,1424,30.95652174,11.67213115,1.231039326,0.873930405,0.16011236,46,12,1,0,0,1,0,1,0,0,0,0,0,7
2190,서울특별시 마포구 도화동 도화동현대 130,76600,5.5,63.1,130,385624,7,0,0,1,0,0,1,0,0,1996,92.81818182,108,11,1021,25.525,9.453703704,0.722820764,0.47696477,0.194906954,40,12,1,0,1,0,0,1,0,1,1,0,0,3
2191,서울특별시 마포구 도화동 도화동현대 50,59000,28.8,55.9,50,385624,0,2,0,1,0,0,1,0,0,1996,92.81818182,108,11,1021,25.525,9.453703704,0.722820764,0.47696477,0.194906954,40,12,1,0,1,0,0,1,0,1,1,0,0,3
2192,서울특별시 마포구 도화동 도화동현대 70,60500,5.8,58,70,385624,6,1,0,1,0,0,1,0,0,1996,92.81818182,108,11,1021,25.525,9.453703704,0.722820764,0.47696477,0.194906954,40,12,1,0,1,0,0,1,0,1,1,0,0,3
2193,서울특별시 마포구 도화동 도화동현대 80,63000,4.8,64.3,80,385624,1,1,0,1,0,0,1,0,0,1996,92.81818182,108,11,1021,25.525,9.453703704,0.722820764,0.47696477,0.194906954,40,12,1,0,1,0,0,1,0,1,1,0,0,3
2194,서울특별시 마포구 도화동 도화현대 60,56000,3.6,66.1,60,385624,2,0,0,1,0,0,1,0,0,1996,92.81818182,108,11,1021,25.525,9.453703704,0.722820764,0.47696477,0.194906954,40,12,1,0,1,0,0,1,0,1,1,0,0,3
2195,서울특별시 마포구 도화동 마포동원베네스트 60,60633, - ,73.4,60,385624,3,0,0,1,0,0,1,0,0,2010,55.66666667,24,3,167,23.85714286,6.958333333,1,0.958083832,0.365269461,7,0,1,1,0,0,0,0,1,0,0,0,0,4
2196,서울특별시 마포구 도화동 삼성 140,107300,6.8,58.2,140,385624,3,0,0,1,0,0,1,0,0,1997,70.14285714,105,14,982,27.27777778,9.352380952,1.099796334,0.35,0.130346232,36,12,1,0,1,0,0,0,1,1,0,0,0,5
2197,서울특별시 마포구 도화동 삼성 70,74992,10.7,64.9,70,385624,6,1,0,1,0,0,1,0,0,1997,70.14285714,105,14,982,27.27777778,9.352380952,1.099796334,0.35,0.130346232,36,12,1,0,1,0,0,0,1,1,0,0,0,5
2198,서울특별시 마포구 도화동 삼성 80,83600,6.5,60.4,80,385624,4,1,0,1,0,0,1,0,0,1997,70.14285714,105,14,982,27.27777778,9.352380952,1.099796334,0.35,0.130346232,36,12,1,0,1,0,0,0,1,1,0,0,0,5
2202,서울특별시 마포구 도화동 우성 80,66040,7.1,60.1,80,385624,10,0,0,1,0,0,1,0,0,1991,81.46666667,133,15,1222,24.93877551,9.187969925,0.931260229,0.292618629,0.130932897,49,12,0,0,1,0,0,1,0,0,0,0,0,4
2203,서울특별시 마포구 도화동 한화오벨리스크 40,36932,2.5,78.2,40,385624,11,4,0,0,1,0,1,0,0,2004,662,86,1,662,18.38888889,7.697674419,1.466767372,1,0.172205438,36,12,1,0,1,0,1,0,0,0,0,0,1,2
2204,서울특별시 마포구 도화동 한화오벨리스크 60,54225,1.3,81.1,60,385624,4,0,0,0,1,0,1,0,0,2004,662,86,1,662,18.38888889,7.697674419,1.466767372,1,0.172205438,36,12,1,0,1,0,1,0,0,0,0,0,1,2
2205,서울특별시 마포구 도화동 한화오벨리스크 80,59043,4,78.8,80,385624,7,1,0,0,1,0,1,0,0,2004,662,86,1,662,18.38888889,7.697674419,1.466767372,1,0.172205438,36,12,1,0,1,0,1,0,0,0,0,0,1,2
2206,서울특별시 마포구 도화동 현대홈타운 110,67550,1.4,74.2,110,385624,6,0,0,1,0,0,0,0,1,2000,396.5,38,2,793,61,20.86842105,0.213114754,0.822485207,0.0592686,13,22,1,1,0,0,1,0,0,1,0,0,0,3
2208,서울특별시 마포구 도화동 현대홈타운 60,64750, - ,57.1,60,385624,0,1,0,1,0,0,0,0,1,2000,396.5,38,2,793,61,20.86842105,0.213114754,0.822485207,0.0592686,13,22,1,1,0,0,1,0,0,1,0,0,0,3
2210,서울특별시 마포구 도화동 현대홈타운 80,64325,4.4,61.3,80,385624,8,2,0,1,0,0,0,0,1,2000,396.5,38,2,793,61,20.86842105,0.213114754,0.822485207,0.0592686,13,22,1,1,0,0,1,0,0,1,0,0,0,3
2212,서울특별시 마포구 마포동 마포쌍용황금아파트 60,57600, - ,65.9,60,385624,3,0,0,1,0,0,1,0,0,2000,56.5,37,6,339,26.07692308,9.162162162,0.994100295,0.887240356,0.224188791,13,12,1,1,0,0,0,1,0,0,0,0,0,5
2214,서울특별시 마포구 망원동 대림1 80,62000, - ,74.2,80,385624,1,1,0,1,0,0,1,0,0,2002,45.25,41,4,181,25.85714286,4.414634146,1.254143646,0.22907489,0.198895028,7,12,1,1,0,0,0,1,0,0,0,0,0,6
2215,서울특별시 마포구 망원동 대림2 60,55000, - ,65,60,385624,1,0,0,1,0,0,1,0,0,2002,80,37,3,240,26.66666667,6.486486486,1.1375,0.882783883,0.179166667,9,7,1,1,0,0,0,0,1,0,0,0,0,3
2216,서울특별시 마포구 망원동 대림2 80,66667,4,72.9,80,385624,3,0,0,1,0,0,1,0,0,2002,80,37,3,240,26.66666667,6.486486486,1.1375,0.882783883,0.179166667,9,7,1,1,0,0,0,0,1,0,0,0,0,3
2222,서울특별시 마포구 망원동 휴먼빌 60,53500, - ,67.3,60,385624,3,0,0,1,0,0,1,0,0,2004,105,22,2,210,35,9.545454545,0.904761905,0.715789474,0.228571429,6,4,1,1,0,0,0,0,1,0,0,0,0,3
2223,서울특별시 마포구 상수동 두산위브 80,78667,10.1,68.3,80,385624,3,0,0,1,0,0,1,0,0,2004,64.5,32,4,258,23.45454545,8.0625,1.333333333,0.816860465,0.186046512,11,12,1,1,0,0,0,0,1,1,0,0,0,6
2224,서울특별시 마포구 상수동 래미안밤섬리베뉴Ⅰ 80,102667,7.7,72.7,80,385624,3,0,0,1,0,0,0,1,0,2014,71.5,50,6,429,28.6,8.58,1.494172494,1,0.421911422,15,12,1,0,0,1,0,0,1,1,1,1,1,8
2225,서울특별시 마포구 상수동 래미안밤섬리베뉴Ⅱ 80,101486,5.2,66.5,80,385624,7,1,0,1,0,0,0,1,0,2014,66.25,75,8,530,27.89473684,7.066666667,1.283018868,1,0.318867925,19,12,1,0,0,1,0,1,0,1,1,0,1,9
2226,서울특별시 마포구 상암동 상암월드컵파크10단지 80,66167, - ,74.4,80,385624,3,0,0,1,0,0,0,1,0,2010,53.8125,73,16,861,39.13636364,11.79452055,1.146341463,0.910840932,0.269454123,22,4,1,0,0,1,0,1,0,0,0,0,0,5
2227,서울특별시 마포구 상암동 상암월드컵파크12단지 80,65500,-1.7,80.9,80,385624,2,0,0,1,0,0,0,1,0,2010,42.22222222,48,9,380,25.33333333,7.916666667,1.142105263,0.949308756,0.45,15,4,1,0,0,1,0,1,0,0,0,0,1,4
2228,서울특별시 마포구 상암동 상암월드컵파크2단지 50,51900,4.2,77.1,50,385624,1,0,0,1,0,0,1,0,0,2003,93.85714286,57,7,657,34.57894737,11.52631579,0.828006088,0.803308824,0.135464231,19,4,1,0,0,1,0,0,1,0,0,0,1,6
2229,서울특별시 마포구 상암동 상암월드컵파크2단지 60,59517,4.2,67.6,60,385624,15,2,0,1,0,0,1,0,0,2003,93.85714286,57,7,657,34.57894737,11.52631579,0.828006088,0.803308824,0.135464231,19,4,1,0,0,1,0,0,1,0,0,0,1,6
2231,서울특별시 마포구 상암동 상암월드컵파크4단지 100,94600,4.9,69.6,100,385624,5,0,0,1,0,0,1,0,0,2006,63.41666667,76,12,761,29.26923077,10.01315789,1.268068331,1,0.229960578,26,12,1,0,0,1,0,0,1,0,0,0,0,5
2232,서울특별시 마포구 상암동 상암월드컵파크4단지 80,80403,4.4,67.4,80,385624,17,1,0,1,0,0,1,0,0,2006,63.41666667,76,12,761,29.26923077,10.01315789,1.268068331,1,0.229960578,26,12,1,0,0,1,0,0,1,0,0,0,0,5
