연번,ID,매매_18년_1분기,등락율18_1,전세가율18_1,전용면적,구별인구,거래량1,거래량18,거래허가제TF,아파트TF,주상복합TF,도시형주택TF,일반분양TF,복합분양TF,임대분양TF,사용승인년도,동당세대수,승강기합계,동수,세대수,관리원당세대수,승강기당세대수,세대당주차수,지하주차비율,세대당cctv수,관리인원수,연간소독횟수,관리위탁여부,개별난방TF,중앙난방TF,지역난방TF,복도식TF,혼합형TF,계단식TF,메이저시공사TF,조합시행TF,철근철골구조TF,홈네트워크TF,관리시설수
131,서울특별시 강남구 세곡동 세곡푸르지오 60,87933, - ,55.6,60,557865,3,0,0,1,0,0,1,0,0,2012,57,95,16,912,32.57142857,9.6,1.25877193,0.996515679,0.271929825,28,12,1,0,0,1,0,0,1,1,0,0,1,9
132,서울특별시 강남구 세곡동 세곡푸르지오 70,90400,11.5,57.1,70,557865,5,0,0,1,0,0,1,0,0,2012,57,95,16,912,32.57142857,9.6,1.25877193,0.996515679,0.271929825,28,12,1,0,0,1,0,0,1,1,0,0,1,9
133,서울특별시 강남구 세곡동 세곡푸르지오 80,103460,10.8,54.8,80,557865,5,0,0,1,0,0,1,0,0,2012,57,95,16,912,32.57142857,9.6,1.25877193,0.996515679,0.271929825,28,12,1,0,0,1,0,0,1,1,0,0,1,9
134,서울특별시 강남구 수서동 강남데시앙포레 60,97911,5,62,60,557865,9,0,0,1,0,0,1,0,0,2014,56.21428571,88,14,787,30.26923077,8.943181818,1.207115629,0.994736842,0.304955527,26,12,1,1,0,0,0,0,1,0,0,0,1,6
135,서울특별시 강남구 수서동 강남데시앙포레 80,127490,13,58.7,80,557865,10,3,0,1,0,0,1,0,0,2014,56.21428571,88,14,787,30.26923077,8.943181818,1.207115629,0.994736842,0.304955527,26,12,1,1,0,0,0,0,1,0,0,0,1,6
136,서울특별시 강남구 수서동 까치마을 30,69242,17.7,36.5,30,557865,6,0,0,1,0,0,1,0,0,1993,200.4285714,91,7,1403,40.08571429,15.41758242,0.380612972,0.344569288,0.054882395,35,4,1,0,0,1,1,0,0,0,0,0,0,6
137,서울특별시 강남구 수서동 까치마을 40,72568,12.1,38.3,40,557865,11,1,0,1,0,0,1,0,0,1993,200.4285714,91,7,1403,40.08571429,15.41758242,0.380612972,0.344569288,0.054882395,35,4,1,0,0,1,1,0,0,0,0,0,0,6
138,서울특별시 강남구 수서동 까치마을 50,87000,8.1,45.7,50,557865,2,1,0,1,0,0,1,0,0,1993,200.4285714,91,7,1403,40.08571429,15.41758242,0.380612972,0.344569288,0.054882395,35,4,1,0,0,1,1,0,0,0,0,0,0,6
139,서울특별시 강남구 수서동 동익 80,106000,10.4,55.4,80,557865,5,0,0,1,0,0,1,0,0,1993,82.5,42,4,330,23.57142857,7.857142857,0.951515152,0.5,0.139393939,14,12,1,0,0,1,0,0,1,0,0,0,0,5
140,서울특별시 강남구 수서동 삼성 80,126278,10.5,55.4,80,557865,9,1,0,1,0,0,1,0,0,1997,56.66666667,124,12,680,28.33333333,5.483870968,1.123529412,0.780104712,0.214705882,24,12,1,0,0,1,0,0,1,1,0,0,0,7
141,서울특별시 강남구 수서동 삼익 50,68150, - ,49.3,50,557865,2,0,0,1,0,0,1,0,0,1992,129,53,5,645,30.71428571,12.16981132,1.550387597,0.35,0.07751938,21,12,1,0,0,1,1,0,0,0,0,0,0,4
142,서울특별시 강남구 수서동 삼익 60,90000,7.8,47.7,60,557865,2,1,0,1,0,0,1,0,0,1992,129,53,5,645,30.71428571,12.16981132,1.550387597,0.35,0.07751938,21,12,1,0,0,1,1,0,0,0,0,0,0,4
143,서울특별시 강남구 수서동 삼익 80,105550, - ,49.7,80,557865,4,1,0,1,0,0,1,0,0,1992,129,53,5,645,30.71428571,12.16981132,1.550387597,0.35,0.07751938,21,12,1,0,0,1,1,0,0,0,0,0,0,4
144,서울특별시 강남구 수서동 수서한아름 100,96000, - ,66.3,100,557865,1,0,0,1,0,0,1,0,0,1993,71.14285714,72,7,498,19.92,6.916666667,1.489959839,0.57277628,0.289156627,25,12,1,0,0,1,0,0,1,0,0,0,0,5
145,서울특별시 강남구 수서동 수서한아름 130,132000,4.8,52.8,130,557865,1,0,0,1,0,0,1,0,0,1993,71.14285714,72,7,498,19.92,6.916666667,1.489959839,0.57277628,0.289156627,25,12,1,0,0,1,0,0,1,0,0,0,0,5
146,서울특별시 강남구 수서동 신동아 30,71500,16.1,33.3,30,557865,2,1,0,1,0,0,1,0,0,1992,145.25,84,8,1162,35.21212121,13.83333333,0.279690189,0.356923077,0.055077453,33,4,1,0,0,1,1,0,0,0,0,0,0,6
147,서울특별시 강남구 수서동 신동아 40,77938,12,37.6,40,557865,8,1,0,1,0,0,1,0,0,1992,145.25,84,8,1162,35.21212121,13.83333333,0.279690189,0.356923077,0.055077453,33,4,1,0,0,1,1,0,0,0,0,0,0,6
148,서울특별시 강남구 수서동 신동아 50,91000, - ,36.6,50,557865,3,1,0,1,0,0,1,0,0,1992,145.25,84,8,1162,35.21212121,13.83333333,0.279690189,0.356923077,0.055077453,33,4,1,0,0,1,1,0,0,0,0,0,0,6
149,서울특별시 강남구 압구정동 미성2차 140,265250,4.4,37.5,140,557865,4,2,1,1,0,0,1,0,0,1987,101.2222222,144,9,911,14.93442623,6.326388889,0.732162459,0.500749625,0.135016465,61,12,0,0,0,1,0,1,0,0,0,0,0,7
150,서울특별시 강남구 압구정동 미성2차 70,171500,9.6,32.8,70,557865,2,2,1,1,0,0,1,0,0,1987,101.2222222,144,9,911,14.93442623,6.326388889,0.732162459,0.500749625,0.135016465,61,12,0,0,0,1,0,1,0,0,0,0,0,7
151,서울특별시 강남구 압구정동 신현대11차 180,372500,2.2,35.5,180,557865,2,0,1,1,0,0,1,0,0,1982,71.25925926,306,27,1924,15.392,6.287581699,1.455301455,0,0.077962578,125,4,1,0,0,1,0,1,0,0,0,0,0,2
152,서울특별시 강남구 압구정동 신현대12차 110,234667,1.8,26.9,110,557865,3,0,1,1,0,0,1,0,0,1982,71.25925926,306,27,1924,15.392,6.287581699,1.455301455,0,0.077962578,125,4,1,0,0,1,0,1,0,0,0,0,0,2
153,서울특별시 강남구 압구정동 신현대9차 110,243000,4.3,26.2,110,557865,2,0,1,1,0,0,1,0,0,1982,71.25925926,306,27,1924,15.392,6.287581699,1.455301455,0,0.077962578,125,4,1,0,0,1,0,1,0,0,0,0,0,2
157,서울특별시 강남구 압구정동 한양6 110,218333, - ,25.1,110,557865,3,0,1,1,0,0,1,0,0,1978,75,153,11,825,12.890625,5.392156863,1.03030303,0,0.16969697,64,12,0,0,0,1,0,1,0,0,0,0,0,4
159,서울특별시 강남구 압구정동 현대10차 110,229000, - ,27.3,110,557865,1,0,1,1,0,0,1,0,0,1982,76.6,104,10,766,19.15,7.365384615,0.449086162,0,0.062663185,40,6,0,0,0,1,0,1,0,1,0,0,0,5
162,서울특별시 강남구 압구정동 현대1차 130,279500,0.7,28.6,130,557865,2,2,1,1,0,0,1,0,0,1976,76.34146341,431,41,3130,18.41176471,7.262180974,0.750798722,0,0.038658147,170,,0,0,0,1,0,1,0,1,0,0,0,3
163,서울특별시 강남구 압구정동 현대1차 200,425000, - ,28.1,200,557865,0,0,1,1,0,0,1,0,0,1976,76.34146341,431,41,3130,18.41176471,7.262180974,0.750798722,0,0.038658147,170,,0,0,0,1,0,1,0,1,0,0,0,3
164,서울특별시 강남구 압구정동 현대2차 160,290000, - ,34.2,160,557865,1,0,1,1,0,0,1,0,0,1976,76.34146341,431,41,3130,18.41176471,7.262180974,0.750798722,0,0.038658147,170,,0,0,0,1,0,1,0,1,0,0,0,3
165,서울특별시 강남구 압구정동 현대2차 200,400000,-10,28.6,200,557865,1,0,1,1,0,0,1,0,0,1976,76.34146341,431,41,3130,18.41176471,7.262180974,0.750798722,0,0.038658147,170,,0,0,0,1,0,1,0,1,0,0,0,3
173,서울특별시 강남구 압구정동 현대8차 110,222250,4.4,23.1,110,557865,2,1,1,1,0,0,1,0,0,1980,103,66,5,515,19.07407407,7.803030303,0.902912621,0,0.042718447,27,4,0,0,0,1,0,1,0,0,0,0,0,4
174,서울특별시 강남구 역삼동 e-편한세상 60,135000,10.2,53.4,60,557865,1,0,0,1,0,0,1,0,0,2005,70,80,12,840,32.30769231,10.5,1.014285714,1,0.307142857,26,12,1,0,0,1,0,0,1,1,0,1,0,5
175,서울특별시 강남구 역삼동 e-편한세상 80,167667,11.5,57.7,80,557865,3,0,0,1,0,0,1,0,0,2005,70,80,12,840,32.30769231,10.5,1.014285714,1,0.307142857,26,12,1,0,0,1,0,0,1,1,0,1,0,5
177,서울특별시 강남구 역삼동 경남아너스빌 80,86000,4.1,76.2,80,557865,2,0,0,0,1,0,1,0,0,2002,164,31,1,164,14.90909091,5.290322581,1.390243902,1,0.292682927,11,12,1,1,0,0,0,0,1,0,1,0,0,4
179,서울특별시 강남구 역삼동 대우디오빌 30,28939,-0.6,79.7,30,557865,9,3,0,0,1,0,1,0,0,2002,457,41,1,457,28.5625,11.14634146,0.722100656,1,0.328227571,16,12,1,0,0,1,1,0,0,1,0,0,0,1
180,서울특별시 강남구 역삼동 대우디오빌 40,40800,1.2,68.6,40,557865,1,0,0,0,1,0,1,0,0,2002,457,41,1,457,28.5625,11.14634146,0.722100656,1,0.328227571,16,12,1,0,0,1,1,0,0,1,0,0,0,1
181,서울특별시 강남구 역삼동 대우디오빌 60,55750,-11.2,71.7,60,557865,0,0,0,0,1,0,1,0,0,2002,457,41,1,457,28.5625,11.14634146,0.722100656,1,0.328227571,16,12,1,0,0,1,1,0,0,1,0,0,0,1
182,서울특별시 강남구 역삼동 대우디오빌플러스 30,31350, - ,58.5,30,557865,4,3,0,1,0,0,1,0,0,2004,168,66,1,168,6,2.545454545,1.720238095,0.955017301,0.285714286,28,12,1,1,0,0,1,0,0,1,0,0,0,1
183,서울특별시 강남구 역삼동 대우디오빌플러스 40,38500,-5.2,77.9,40,557865,1,1,0,1,0,0,1,0,0,2004,168,66,1,168,6,2.545454545,1.720238095,0.955017301,0.285714286,28,12,1,1,0,0,1,0,0,1,0,0,0,1
184,서울특별시 강남구 역삼동 동부센트레빌 60,89500,2.6,64.4,60,557865,1,0,0,1,0,0,1,0,0,1998,206,29,1,206,20.6,7.103448276,1.009708738,0.769230769,0.213592233,10,4,1,0,1,0,0,0,1,0,1,0,0,4
185,서울특별시 강남구 역삼동 래미안그레이튼 60,124000,5.2,59.3,60,557865,1,0,0,1,0,0,0,1,0,2010,92.8,57,5,464,22.0952381,8.140350877,1.349137931,1,0.181034483,21,12,1,0,0,1,0,0,1,1,0,0,0,9
187,서울특별시 강남구 역삼동 쌍용플레티넘밸류 80,91917, - ,70.7,80,557865,3,0,0,0,1,0,1,0,0,2007,55.33333333,46,3,166,10.375,3.608695652,1.43373494,1,0.289156627,16,12,1,1,0,0,0,1,0,0,0,1,1,2
188,서울특별시 강남구 역삼동 역삼I'PARK 130,201250, - ,62.1,130,557865,0,2,0,1,0,0,1,0,0,2006,77.28571429,67,7,541,22.54166667,8.074626866,1.689463956,1,0.330868762,24,12,1,0,0,1,0,1,0,1,1,0,1,5
189,서울특별시 강남구 역삼동 역삼I'PARK 30,64450,6.9,59.9,30,557865,8,0,0,1,0,0,1,0,0,2006,77.28571429,67,7,541,22.54166667,8.074626866,1.689463956,1,0.330868762,24,12,1,0,0,1,0,1,0,1,1,0,1,5
190,서울특별시 강남구 역삼동 역삼래미안 60,130811,9,54.1,60,557865,9,3,0,1,0,0,1,0,0,2005,87.5,93,12,1050,32.8125,11.29032258,1.002857143,0.88034188,0.236190476,32,4,1,0,0,1,0,0,1,1,1,0,1,8
191,서울특별시 강남구 역삼동 역삼래미안 80,158000,10.4,57.6,80,557865,3,2,0,1,0,0,1,0,0,2005,87.5,93,12,1050,32.8125,11.29032258,1.002857143,0.88034188,0.236190476,32,4,1,0,0,1,0,0,1,1,1,0,1,8
192,서울특별시 강남구 역삼동 역삼푸르지오 60,124333,6.4,57.6,60,557865,3,1,0,1,0,0,1,0,0,2006,67.09090909,64,11,738,36.9,11.53125,1.006775068,1,0.218157182,20,12,1,0,0,1,0,0,1,1,0,0,0,5
193,서울특별시 강남구 역삼동 역삼푸르지오 80,152000,5,59.5,80,557865,5,0,0,1,0,0,1,0,0,2006,67.09090909,64,11,738,36.9,11.53125,1.006775068,1,0.218157182,20,12,1,0,0,1,0,0,1,1,0,0,0,5
194,서울특별시 강남구 역삼동 테헤란아이파크 70,141000, - ,62.1,70,557865,3,0,0,1,0,0,0,1,0,2014,68.5,50,6,411,24.17647059,8.22,1.430656934,1,0.472019465,17,4,1,0,0,1,0,0,1,1,1,0,1,6
195,서울특별시 강남구 역삼동 테헤란아이파크 90,169500, - ,64.9,90,557865,5,2,0,1,0,0,0,1,0,2014,68.5,50,6,411,24.17647059,8.22,1.430656934,1,0.472019465,17,4,1,0,0,1,0,0,1,1,1,0,1,6
196,서울특별시 강남구 역삼동 한스빌 40,34733,-0.8,77.7,40,557865,3,0,0,1,0,0,1,0,0,1996,216,23,1,216,24,9.391304348,0.768518519,0.939759036,0.087962963,9,7,1,1,0,0,1,0,0,0,0,0,0,4
197,서울특별시 강남구 역삼동 한화진넥스빌 40,31260,-2.4,79.2,40,557865,5,1,0,0,1,0,1,0,0,2001,294,34,1,294,21,8.647058824,0.724489796,1,0.088435374,14,4,1,1,0,0,1,0,0,0,0,0,0,3
198,서울특별시 강남구 율현동 강남한신휴플러스6단지 60,75954,6.3,52.5,60,557865,13,1,0,1,0,0,0,1,0,2015,31.5,51,12,378,27,7.411764706,0.915343915,1,0.375661376,14,2,1,1,0,0,0,1,0,0,0,1,1,10
199,서울특별시 강남구 일원동 가람 80,136533,1.5,48.6,80,557865,3,1,0,1,0,0,1,0,0,1993,38.15384615,37,13,496,29.17647059,13.40540541,0.973790323,0.296066253,0.183467742,17,12,1,0,0,1,0,0,1,0,0,0,0,4
200,서울특별시 강남구 일원동 래미안 개포 루체하임 80,170750, - ,52.7,80,557865,0,1,0,1,0,0,0,1,0,2018,70.83333333,112,12,850,31.48148148,7.589285714,1.524705882,1,0.442352941,27,12,1,0,0,1,0,0,1,1,1,1,1,10
201,서울특별시 강남구 일원동 목련타운 100,156600,13.3,53.9,100,557865,2,0,0,1,0,0,1,0,0,1993,81.25,97,8,650,18.05555556,6.701030928,1.481538462,0.551401869,0.346153846,36,8,1,0,0,1,0,0,1,0,0,0,0,1
202,서울특별시 강남구 일원동 목련타운 130,175000,11.2,51.7,130,557865,2,0,0,1,0,0,1,0,0,1993,81.25,97,8,650,18.05555556,6.701030928,1.481538462,0.551401869,0.346153846,36,8,1,0,0,1,0,0,1,0,0,0,0,1
203,서울특별시 강남구 일원동 상록수 70,131600,18.6,45.3,70,557865,5,0,0,1,0,0,1,0,0,1993,33.63636364,61,22,740,25.51724138,12.13114754,0.924324324,0,0.174324324,29,12,1,0,0,1,0,0,1,0,0,0,0,4
204,서울특별시 강남구 일원동 샘터마을 100,138500,-4.7,57,100,557865,2,0,0,1,0,0,1,0,0,1994,69.77777778,96,9,628,25.12,6.541666667,1.428343949,0.626532887,0.187898089,25,12,0,0,0,1,0,0,1,0,0,0,0,6
205,서울특별시 강남구 일원동 샘터마을 130,179000,17,57.5,130,557865,1,1,0,1,0,0,1,0,0,1994,69.77777778,96,9,628,25.12,6.541666667,1.428343949,0.626532887,0.187898089,25,12,0,0,0,1,0,0,1,0,0,0,0,6
206,서울특별시 강남구 일원동 수서 40,59717, - ,51.2,40,557865,3,2,0,1,0,0,1,0,0,1992,102.8571429,75,7,720,24,9.6,0.763888889,0,0.095833333,30,12,1,0,0,1,0,1,0,0,0,0,0,4
207,서울특별시 강남구 일원동 수서 60,79667, - ,55.9,60,557865,3,0,0,1,0,0,1,0,0,1992,102.8571429,75,7,720,24,9.6,0.763888889,0,0.095833333,30,12,1,0,0,1,0,1,0,0,0,0,0,4
208,서울특별시 강남구 일원동 우성7 80,150000,11.2,39.5,80,557865,0,1,0,1,0,0,1,0,0,1987,53.46666667,83,15,802,25.87096774,9.662650602,0.869077307,0.170731707,0.099750623,31,12,0,0,0,1,0,0,1,0,0,0,1,4
211,서울특별시 강남구 일원동 한솔마을 60,116500,11.3,46.1,60,557865,1,1,0,1,0,0,1,0,0,1994,30,52,19,570,22.8,10.96153846,0.805263158,0.274509804,0.166666667,25,4,0,0,0,1,0,0,1,0,0,0,0,4
212,서울특별시 강남구 일원동 한솔마을 80,141000,6,47.2,80,557865,4,0,0,1,0,0,1,0,0,1994,30,52,19,570,22.8,10.96153846,0.805263158,0.274509804,0.166666667,25,4,0,0,0,1,0,0,1,0,0,0,0,4
213,서울특별시 강남구 자곡동 강남한양수자인 100,118267,7,56.9,100,557865,6,0,0,1,0,0,0,1,0,2014,50.15384615,134,26,1304,32.6,9.731343284,1.255368098,0.995723885,0.338190184,40,4,1,1,0,0,0,1,0,0,0,0,1,9
214,서울특별시 강남구 자곡동 강남한양수자인 110,126233,16.3,58.1,110,557865,3,0,0,1,0,0,0,1,0,2014,50.15384615,134,26,1304,32.6,9.731343284,1.255368098,0.995723885,0.338190184,40,4,1,1,0,0,0,1,0,0,0,0,1,9
215,서울특별시 강남구 자곡동 강남한양수자인 80,98000,2,62.9,80,557865,2,1,0,1,0,0,0,1,0,2014,50.15384615,134,26,1304,32.6,9.731343284,1.255368098,0.995723885,0.338190184,40,4,1,1,0,0,0,1,0,0,0,0,1,9
216,서울특별시 강남구 자곡동 래미안강남힐즈 100,133111,4.6,62.4,100,557865,9,0,0,1,0,0,1,0,0,2014,51,121,20,1020,24.87804878,8.429752066,1.515686275,1,0.396078431,41,12,1,0,0,1,0,0,1,1,0,0,1,9
217,서울특별시 강남구 자곡동 래미안강남힐즈 90,115154,4.6,63.5,90,557865,13,1,0,1,0,0,1,0,0,2014,51,121,20,1020,24.87804878,8.429752066,1.515686275,1,0.396078431,41,12,1,0,0,1,0,0,1,1,0,0,1,9
218,서울특별시 강남구 청담동 래미안청담로이뷰 110,203200,11.4,61.4,110,557865,5,1,1,1,0,0,1,0,0,1992,177,30,1,177,19.66666667,5.9,1.220338983,0.773148148,0.593220339,9,12,1,1,0,0,0,0,1,1,1,0,0,7
219,서울특별시 강남구 청담동 삼성청담공원아파트 110,169000,25.9,50.9,110,557865,0,1,1,1,0,0,1,0,0,1999,48.875,70,8,391,19.55,5.585714286,1.416879795,0.819494585,0.283887468,20,12,1,0,0,1,0,1,0,1,0,0,0,6
220,서울특별시 강남구 청담동 신동아 80,133500,0.4,43.1,80,557865,2,1,1,1,0,0,1,0,0,1997,106,26,1,106,11.77777778,4.076923077,0.933962264,0.828282828,0.245283019,9,12,1,1,0,0,0,0,1,0,0,1,0,4
221,서울특별시 강남구 청담동 청담 80,138250,7.8,39.9,80,557865,6,1,1,1,0,0,1,0,0,1994,120,31,2,240,24,7.741935484,0.870833333,0.71291866,0.2,10,2,1,1,0,0,0,0,1,0,1,0,0,3
222,서울특별시 강남구 청담동 청담대림이-편한세상 80,133500,6.3,60.1,80,557865,4,0,1,1,0,0,1,0,0,2002,67.75,36,4,271,22.58333333,7.527777778,1.47601476,0.7125,0.15498155,12,4,1,1,0,0,0,0,1,1,0,0,0,4
223,서울특별시 강남구 청담동 청담삼익아파트 110,195000,6.2,17.3,110,557865,1,0,1,1,0,0,1,0,0,1980,74,153,12,888,13.875,5.803921569,1.914414414,0,0.006756757,64,4,0,0,0,1,0,1,0,0,0,0,0,0
225,서울특별시 강남구 청담동 청담자이 50,139600, - ,55.4,50,557865,5,0,1,1,0,0,0,1,0,2011,141.6,82,5,708,24.4137931,8.634146341,1.278248588,1,0.22740113,29,12,1,0,0,1,0,0,1,1,1,0,1,8
226,서울특별시 강남구 청담동 청담자이 80,192500, - ,49.5,80,557865,2,0,1,1,0,0,0,1,0,2011,141.6,82,5,708,24.4137931,8.634146341,1.278248588,1,0.22740113,29,12,1,0,0,1,0,0,1,1,1,0,1,8
227,서울특별시 강남구 청담동 청담자이 90,219000, - ,55.6,90,557865,3,1,1,1,0,0,0,1,0,2011,141.6,82,5,708,24.4137931,8.634146341,1.278248588,1,0.22740113,29,12,1,0,0,1,0,0,1,1,1,0,1,8
228,서울특별시 강남구 청담동 현대아파트 80,120000, - ,45.8,80,557865,1,0,1,1,0,0,1,0,0,1988,107,35,2,214,19.45454545,6.114285714,0.878504673,0.39893617,0.11682243,11,0,1,0,0,1,0,0,1,1,0,0,0,2
229,서울특별시 강동구 강일동 강일리버파크10단지 80,61814,7.1,62.2,80,438225,7,0,0,1,0,0,0,1,0,2009,57.83333333,63,12,694,33.04761905,11.01587302,1.149855908,0.852130326,0.161383285,21,4,1,0,0,1,0,1,0,0,0,0,0,7
230,서울특별시 강동구 강일동 강일리버파크1단지 80,57333,4.6,65.9,80,438225,6,0,0,1,0,0,0,1,0,2009,40.28571429,40,7,282,23.5,7.05,1.134751773,0.809375,0.24822695,12,2,0,0,0,1,0,1,0,0,0,0,1,7
231,서울특별시 강동구 강일동 강일리버파크2단지 80,59906, - ,57.9,80,438225,9,0,0,1,0,0,0,1,0,2009,49.11111111,81,9,442,29.46666667,5.456790123,1.291855204,0.737302977,0.196832579,15,4,1,0,0,1,0,0,1,0,0,0,0,3
232,서울특별시 강동구 강일동 강일리버파크3단지 60,53567, - ,31.1,60,438225,3,0,0,1,0,0,0,1,0,2009,75.92307692,76,13,987,41.125,12.98684211,1.114488349,0.906363636,0.208713273,24,12,1,0,0,1,0,1,0,0,0,0,1,8
233,서울특별시 강동구 강일동 강일리버파크3단지 80,58878,3.4,68.1,80,438225,9,0,0,1,0,0,0,1,0,2009,75.92307692,76,13,987,41.125,12.98684211,1.114488349,0.906363636,0.208713273,24,12,1,0,0,1,0,1,0,0,0,0,1,8
234,서울특별시 강동구 강일동 강일리버파크4단지 80,59400,2.1,65.1,80,438225,10,0,0,1,0,0,0,1,0,2009,74.8,55,10,748,41.55555556,13.6,1.105614973,0.864570738,0.181818182,18,12,1,0,0,1,0,1,0,0,0,0,0,6
235,서울특별시 강동구 강일동 강일리버파크5단지 60,52833,6.3,42.5,60,438225,3,0,0,1,0,0,0,1,0,2009,80.22222222,53,9,722,45.125,13.62264151,1.127423823,0.834152334,0.189750693,16,4,1,0,0,1,0,1,0,0,0,0,0,6
236,서울특별시 강동구 강일동 강일리버파크5단지 80,58910,2.7,69.2,80,438225,10,0,0,1,0,0,0,1,0,2009,80.22222222,53,9,722,45.125,13.62264151,1.127423823,0.834152334,0.189750693,16,4,1,0,0,1,0,1,0,0,0,0,0,6
237,서울특별시 강동구 강일동 강일리버파크6단지 80,57200,2.1,67.4,80,438225,5,2,0,1,0,0,0,1,0,2009,55.3,49,10,553,34.5625,11.28571429,1.133815552,0.791068581,0.173598553,16,4,1,0,0,1,0,1,0,0,0,1,0,8
238,서울특별시 강동구 강일동 강일리버파크7단지 60,52460, - ,65.8,60,438225,5,0,0,1,0,0,0,1,0,2009,66.45454545,53,11,731,40.61111111,13.79245283,1.120383037,0.885225885,0.158686731,18,12,1,0,0,1,0,1,0,0,0,0,0,7
239,서울특별시 강동구 강일동 강일리버파크7단지 80,61986,6.4,56.2,80,438225,7,1,0,1,0,0,0,1,0,2009,66.45454545,53,11,731,40.61111111,13.79245283,1.120383037,0.885225885,0.158686731,18,12,1,0,0,1,0,1,0,0,0,0,0,7
240,서울특별시 강동구 강일동 강일리버파크8단지 80,57200, - ,65.6,80,438225,4,1,0,1,0,0,0,1,0,2009,45.55555556,48,9,410,29.28571429,8.541666667,1.134146341,0.913978495,0.209756098,14,12,1,0,0,1,0,1,0,0,0,0,1,10
241,서울특별시 강동구 강일동 강일리버파크9단지 80,67000,19.1,58.2,80,438225,2,0,0,1,0,0,0,1,0,2009,64.69230769,72,13,841,36.56521739,11.68055556,1.165279429,0.835714286,0.216409037,23,12,1,0,0,1,0,1,0,0,0,0,1,6
242,서울특별시 강동구 강일동 고덕리엔파크1단지 80,68000,11.8,53.1,80,438225,2,0,0,1,0,0,0,1,0,2011,67.22222222,60,9,605,33.61111111,10.08333333,1.145454545,0.962481962,0.272727273,18,12,1,0,0,1,0,1,0,0,0,1,0,9
243,서울특별시 강동구 강일동 고덕리엔파크2단지 80,64500,10.1,73.3,80,438225,4,0,0,1,0,0,0,1,0,2011,57.81818182,55,11,636,35.33333333,11.56363636,1.141509434,0.818181818,0.216981132,18,12,1,0,0,1,0,1,0,0,0,0,1,8
244,서울특별시 강동구 고덕동 고덕 아이파크 110,109500, - ,63.9,110,438225,3,0,0,1,0,0,0,1,0,2011,81.57142857,122,14,1142,29.28205128,9.360655738,1.760945709,1,0.434325744,39,6,1,0,0,1,0,0,1,1,1,1,1,8
245,서울특별시 강동구 고덕동 고덕 아이파크 60,78600,8.4,56.3,60,438225,5,1,0,1,0,0,0,1,0,2011,81.57142857,122,14,1142,29.28205128,9.360655738,1.760945709,1,0.434325744,39,6,1,0,0,1,0,0,1,1,1,1,1,8
246,서울특별시 강동구 고덕동 고덕 아이파크 80,95644,8.6,66.5,80,438225,9,0,0,1,0,0,0,1,0,2011,81.57142857,122,14,1142,29.28205128,9.360655738,1.760945709,1,0.434325744,39,6,1,0,0,1,0,0,1,1,1,1,1,8
247,서울특별시 강동구 고덕동 고덕그라시움 60,86000, - ,45.3,60,438225,0,4,0,1,0,0,0,1,0,2019,93.05660377,390,53,4932,39.456,12.64615385,1.400040552,1,0.02027575,125,,1,0,0,1,0,0,1,1,1,0,1,9
248,서울특별시 강동구 고덕동 래미안힐스테이트고덕 100,137500,24.7,58.2,100,438225,0,1,0,1,0,0,0,1,0,2016,71.7254902,393,51,3658,25.05479452,9.307888041,1.085839256,1,0.419901586,146,12,1,0,0,1,0,0,1,1,1,0,1,10
249,서울특별시 강동구 고덕동 래미안힐스테이트고덕 60,82190,5.2,64.3,60,438225,30,0,0,1,0,0,0,1,0,2016,71.7254902,393,51,3658,25.05479452,9.307888041,1.085839256,1,0.419901586,146,12,1,0,0,1,0,0,1,1,1,0,1,10
250,서울특별시 강동구 고덕동 래미안힐스테이트고덕 70,87250,6,72.2,70,438225,4,0,0,1,0,0,0,1,0,2016,71.7254902,393,51,3658,25.05479452,9.307888041,1.085839256,1,0.419901586,146,12,1,0,0,1,0,0,1,1,1,0,1,10
251,서울특별시 강동구 고덕동 래미안힐스테이트고덕 80,93942,2.7,67.1,80,438225,43,5,0,1,0,0,0,1,0,2016,71.7254902,393,51,3658,25.05479452,9.307888041,1.085839256,1,0.419901586,146,12,1,0,0,1,0,0,1,1,1,0,1,10
252,서울특별시 강동구 고덕동 배재현대 60,56330,7,50,60,438225,10,0,0,1,0,0,1,0,0,1995,112,46,4,448,28,9.739130435,1.017857143,0.853070175,0.131696429,16,12,1,0,1,0,0,1,0,1,0,0,0,4
253,서울특별시 강동구 고덕동 배재현대 80,67969,7.1,73,80,438225,13,2,0,1,0,0,1,0,0,1995,112,46,4,448,28,9.739130435,1.017857143,0.853070175,0.131696429,16,12,1,0,1,0,0,1,0,1,0,0,0,4
254,서울특별시 강동구 고덕동 아남1 80,61074,7.1,70.1,80,438225,25,0,0,1,0,0,1,0,0,1996,100.875,79,8,807,29.88888889,10.21518987,0.857496902,0.757225434,0.247831475,27,4,1,1,0,0,0,1,0,0,0,0,0,7
255,서울특별시 강동구 길동 강동LG자이 130,85000, - ,71.5,130,438225,8,0,0,1,0,0,1,0,0,2003,49.66666667,66,12,596,25.91304348,9.03030303,1.639261745,0.979529171,0.144295302,23,12,1,1,0,0,0,0,1,1,0,0,1,8
256,서울특별시 강동구 길동 강동LG자이 80,74833, - ,68.8,80,438225,6,0,0,1,0,0,1,0,0,2003,49.66666667,66,12,596,25.91304348,9.03030303,1.639261745,0.979529171,0.144295302,23,12,1,1,0,0,0,0,1,1,0,0,1,8
